"from","to"
"Padalka, Gennady","Avdeyev, Sergei"
"Padalka, Gennady","Coleman, Catherine G."
"Padalka, Gennady","Baturin, Yuri"
"Padalka, Gennady","Nespoli, Paolo A."
"Padalka, Gennady","Kondratyev, Dmitri"
"Baturin, Yuri","Avdeyev, Sergei"
"Baturin, Yuri","Coleman, Catherine G."
"Baturin, Yuri","Padalka, Gennady"
"Baturin, Yuri","Nespoli, Paolo A."
"Baturin, Yuri","Kondratyev, Dmitri"
"Nespoli, Paolo A.","Avdeyev, Sergei"
"Nespoli, Paolo A.","Coleman, Catherine G."
"Nespoli, Paolo A.","Padalka, Gennady"
"Nespoli, Paolo A.","Baturin, Yuri"
"Nespoli, Paolo A.","Kondratyev, Dmitri"
"Kondratyev, Dmitri","Avdeyev, Sergei"
"Kondratyev, Dmitri","Coleman, Catherine G."
"Kondratyev, Dmitri","Padalka, Gennady"
"Kondratyev, Dmitri","Baturin, Yuri"
"Kondratyev, Dmitri","Nespoli, Paolo A."
"Afanasyev, Viktor Mikhaylovich","Haigneré, Jean-Pierre"
"Afanasyev, Viktor Mikhaylovich","Bella, Ivan"
"Afanasyev, Viktor Mikhaylovich","Garan, Ronald J., Jr."
"Afanasyev, Viktor Mikhaylovich","Samokutyayev, Aleksandr"
"Afanasyev, Viktor Mikhaylovich","Borisenko, Andrei"
"Haigneré, Jean-Pierre","Afanasyev, Viktor Mikhaylovich"
"Haigneré, Jean-Pierre","Bella, Ivan"
"Haigneré, Jean-Pierre","Garan, Ronald J., Jr."
"Haigneré, Jean-Pierre","Samokutyayev, Aleksandr"
"Haigneré, Jean-Pierre","Borisenko, Andrei"
"Bella, Ivan","Afanasyev, Viktor Mikhaylovich"
"Bella, Ivan","Haigneré, Jean-Pierre"
"Bella, Ivan","Garan, Ronald J., Jr."
"Bella, Ivan","Samokutyayev, Aleksandr"
"Bella, Ivan","Borisenko, Andrei"
"Garan, Ronald J., Jr.","Afanasyev, Viktor Mikhaylovich"
"Garan, Ronald J., Jr.","Haigneré, Jean-Pierre"
"Garan, Ronald J., Jr.","Bella, Ivan"
"Garan, Ronald J., Jr.","Samokutyayev, Aleksandr"
"Garan, Ronald J., Jr.","Borisenko, Andrei"
"Samokutyayev, Aleksandr","Afanasyev, Viktor Mikhaylovich"
"Samokutyayev, Aleksandr","Haigneré, Jean-Pierre"
"Samokutyayev, Aleksandr","Bella, Ivan"
"Samokutyayev, Aleksandr","Garan, Ronald J., Jr."
"Samokutyayev, Aleksandr","Borisenko, Andrei"
"Borisenko, Andrei","Afanasyev, Viktor Mikhaylovich"
"Borisenko, Andrei","Haigneré, Jean-Pierre"
"Borisenko, Andrei","Bella, Ivan"
"Borisenko, Andrei","Garan, Ronald J., Jr."
"Borisenko, Andrei","Samokutyayev, Aleksandr"
"Kaleri, Aleksandr","Zalyotin, Sergei"
"Kaleri, Aleksandr","Fossum, Michael E."
"Kaleri, Aleksandr","Volkov, Sergei"
"Kaleri, Aleksandr","Furukawa, Satoshi"
"Zalyotin, Sergei","Kaleri, Aleksandr"
"Zalyotin, Sergei","Fossum, Michael E."
"Zalyotin, Sergei","Volkov, Sergei"
"Zalyotin, Sergei","Furukawa, Satoshi"
"Fossum, Michael E.","Kaleri, Aleksandr"
"Fossum, Michael E.","Zalyotin, Sergei"
"Fossum, Michael E.","Volkov, Sergei"
"Fossum, Michael E.","Furukawa, Satoshi"
"Volkov, Sergei","Kaleri, Aleksandr"
"Volkov, Sergei","Zalyotin, Sergei"
"Volkov, Sergei","Fossum, Michael E."
"Volkov, Sergei","Furukawa, Satoshi"
"Furukawa, Satoshi","Kaleri, Aleksandr"
"Furukawa, Satoshi","Zalyotin, Sergei"
"Furukawa, Satoshi","Fossum, Michael E."
"Furukawa, Satoshi","Volkov, Sergei"
"Burbank, Daniel C.","Shkaplerov, Anton"
"Burbank, Daniel C.","Ivanishin, Anatoli"
"Shkaplerov, Anton","Burbank, Daniel C."
"Shkaplerov, Anton","Ivanishin, Anatoli"
"Ivanishin, Anatoli","Burbank, Daniel C."
"Ivanishin, Anatoli","Shkaplerov, Anton"
"Lyakhov, Vladimir","Titov, Vladimir"
"Lyakhov, Vladimir","Manarov, Musa"
"Lyakhov, Vladimir","Polyakov, Valeri"
"Lyakhov, Vladimir","Mohmand, Abdul Ahad"
"Lyakhov, Vladimir","Culbertson, Frank L., Jr."
"Lyakhov, Vladimir","Dezhurov, Vladimir N."
"Lyakhov, Vladimir","Tyurin, Mikhail"
"Titov, Vladimir","Lyakhov, Vladimir"
"Titov, Vladimir","Manarov, Musa"
"Titov, Vladimir","Polyakov, Valeri"
"Titov, Vladimir","Mohmand, Abdul Ahad"
"Titov, Vladimir","Culbertson, Frank L., Jr."
"Titov, Vladimir","Dezhurov, Vladimir N."
"Titov, Vladimir","Tyurin, Mikhail"
"Manarov, Musa","Lyakhov, Vladimir"
"Manarov, Musa","Titov, Vladimir"
"Manarov, Musa","Polyakov, Valeri"
"Manarov, Musa","Mohmand, Abdul Ahad"
"Manarov, Musa","Culbertson, Frank L., Jr."
"Manarov, Musa","Dezhurov, Vladimir N."
"Manarov, Musa","Tyurin, Mikhail"
"Polyakov, Valeri","Lyakhov, Vladimir"
"Polyakov, Valeri","Titov, Vladimir"
"Polyakov, Valeri","Manarov, Musa"
"Polyakov, Valeri","Mohmand, Abdul Ahad"
"Polyakov, Valeri","Culbertson, Frank L., Jr."
"Polyakov, Valeri","Dezhurov, Vladimir N."
"Polyakov, Valeri","Tyurin, Mikhail"
"Mohmand, Abdul Ahad","Lyakhov, Vladimir"
"Mohmand, Abdul Ahad","Titov, Vladimir"
"Mohmand, Abdul Ahad","Manarov, Musa"
"Mohmand, Abdul Ahad","Polyakov, Valeri"
"Mohmand, Abdul Ahad","Culbertson, Frank L., Jr."
"Mohmand, Abdul Ahad","Dezhurov, Vladimir N."
"Mohmand, Abdul Ahad","Tyurin, Mikhail"
"Culbertson, Frank L., Jr.","Lyakhov, Vladimir"
"Culbertson, Frank L., Jr.","Titov, Vladimir"
"Culbertson, Frank L., Jr.","Manarov, Musa"
"Culbertson, Frank L., Jr.","Polyakov, Valeri"
"Culbertson, Frank L., Jr.","Mohmand, Abdul Ahad"
"Culbertson, Frank L., Jr.","Dezhurov, Vladimir N."
"Culbertson, Frank L., Jr.","Tyurin, Mikhail"
"Dezhurov, Vladimir N.","Lyakhov, Vladimir"
"Dezhurov, Vladimir N.","Titov, Vladimir"
"Dezhurov, Vladimir N.","Manarov, Musa"
"Dezhurov, Vladimir N.","Polyakov, Valeri"
"Dezhurov, Vladimir N.","Mohmand, Abdul Ahad"
"Dezhurov, Vladimir N.","Culbertson, Frank L., Jr."
"Dezhurov, Vladimir N.","Tyurin, Mikhail"
"Tyurin, Mikhail","Lyakhov, Vladimir"
"Tyurin, Mikhail","Titov, Vladimir"
"Tyurin, Mikhail","Manarov, Musa"
"Tyurin, Mikhail","Polyakov, Valeri"
"Tyurin, Mikhail","Mohmand, Abdul Ahad"
"Tyurin, Mikhail","Culbertson, Frank L., Jr."
"Tyurin, Mikhail","Dezhurov, Vladimir N."
"Pettit, Donald R.","Kuipers, Andre"
"Pettit, Donald R.","Kononenko, Oleg D."
"Kuipers, Andre","Pettit, Donald R."
"Kuipers, Andre","Kononenko, Oleg D."
"Kononenko, Oleg D.","Pettit, Donald R."
"Kononenko, Oleg D.","Kuipers, Andre"
"Padalka, Gennady","Acaba, Joseph M."
"Padalka, Gennady","Revin, Sergei"
"Acaba, Joseph M.","Padalka, Gennady"
"Acaba, Joseph M.","Revin, Sergei"
"Revin, Sergei","Padalka, Gennady"
"Revin, Sergei","Acaba, Joseph M."
"Malenchenko, Yuri","Williams, Sunita L."
"Malenchenko, Yuri","Hoshide, Akihiko"
"Williams, Sunita L.","Malenchenko, Yuri"
"Williams, Sunita L.","Hoshide, Akihiko"
"Hoshide, Akihiko","Malenchenko, Yuri"
"Hoshide, Akihiko","Williams, Sunita L."
"Ford, Kevin A.","Novitski, Oleg"
"Ford, Kevin A.","Tarelkin, Yevgeni"
"Novitski, Oleg","Ford, Kevin A."
"Novitski, Oleg","Tarelkin, Yevgeni"
"Tarelkin, Yevgeni","Ford, Kevin A."
"Tarelkin, Yevgeni","Novitski, Oleg"
"Chris Hadfield","Romanenko, Roman"
"Chris Hadfield","Marshburn, Thomas H."
"Romanenko, Roman","Chris Hadfield"
"Romanenko, Roman","Marshburn, Thomas H."
"Marshburn, Thomas H.","Chris Hadfield"
"Marshburn, Thomas H.","Romanenko, Roman"
"Vinogradov, Pavel","Cassidy, Christopher J."
"Vinogradov, Pavel","Misurkin, Aleksandr"
"Cassidy, Christopher J.","Vinogradov, Pavel"
"Cassidy, Christopher J.","Misurkin, Aleksandr"
"Misurkin, Aleksandr","Vinogradov, Pavel"
"Misurkin, Aleksandr","Cassidy, Christopher J."
"Yurchikhin, Fyodor","Nyberg, Karen L."
"Yurchikhin, Fyodor","Parmitano, Luca"
"Nyberg, Karen L.","Yurchikhin, Fyodor"
"Nyberg, Karen L.","Parmitano, Luca"
"Parmitano, Luca","Yurchikhin, Fyodor"
"Parmitano, Luca","Nyberg, Karen L."
"Kotov, Oleg","Ryazanski, Sergei"
"Kotov, Oleg","Hopkins, Michael Scott"
"Ryazanski, Sergei","Kotov, Oleg"
"Ryazanski, Sergei","Hopkins, Michael Scott"
"Hopkins, Michael Scott","Kotov, Oleg"
"Hopkins, Michael Scott","Ryazanski, Sergei"
"Wakata, Koichi","Mastracchio, Richard A."
"Wakata, Koichi","Tyurin, Mikhail"
"Mastracchio, Richard A.","Wakata, Koichi"
"Mastracchio, Richard A.","Tyurin, Mikhail"
"Tyurin, Mikhail","Wakata, Koichi"
"Tyurin, Mikhail","Mastracchio, Richard A."
"Swanson, Steven R.","Skvortsov, Aleksandr Jr."
"Swanson, Steven R.","Artemyev, Oleg"
"Skvortsov, Aleksandr Jr.","Swanson, Steven R."
"Skvortsov, Aleksandr Jr.","Artemyev, Oleg"
"Artemyev, Oleg","Swanson, Steven R."
"Artemyev, Oleg","Skvortsov, Aleksandr Jr."
"Volkov, Alexander","Krikalev, Sergei"
"Volkov, Alexander","Bursch, Daniel W."
"Volkov, Alexander","Walz, Carl E."
"Volkov, Alexander","Onufrienko, Yuri"
"Krikalev, Sergei","Volkov, Alexander"
"Krikalev, Sergei","Bursch, Daniel W."
"Krikalev, Sergei","Walz, Carl E."
"Krikalev, Sergei","Onufrienko, Yuri"
"Bursch, Daniel W.","Volkov, Alexander"
"Bursch, Daniel W.","Krikalev, Sergei"
"Bursch, Daniel W.","Walz, Carl E."
"Bursch, Daniel W.","Onufrienko, Yuri"
"Walz, Carl E.","Volkov, Alexander"
"Walz, Carl E.","Krikalev, Sergei"
"Walz, Carl E.","Bursch, Daniel W."
"Walz, Carl E.","Onufrienko, Yuri"
"Onufrienko, Yuri","Volkov, Alexander"
"Onufrienko, Yuri","Krikalev, Sergei"
"Onufrienko, Yuri","Bursch, Daniel W."
"Onufrienko, Yuri","Walz, Carl E."
"Surayev, Maksim","Wiseman, Gregory Reid"
"Surayev, Maksim","Gerst, Alexander"
"Wiseman, Gregory Reid","Surayev, Maksim"
"Wiseman, Gregory Reid","Gerst, Alexander"
"Gerst, Alexander","Surayev, Maksim"
"Gerst, Alexander","Wiseman, Gregory Reid"
"Wilmore, Barry E.","Samokutyayev, Aleksandr"
"Wilmore, Barry E.","Serova, Yelena"
"Samokutyayev, Aleksandr","Wilmore, Barry E."
"Samokutyayev, Aleksandr","Serova, Yelena"
"Serova, Yelena","Wilmore, Barry E."
"Serova, Yelena","Samokutyayev, Aleksandr"
"Virts, Terry W., Jr.","Shkaplerov, Anton"
"Virts, Terry W., Jr.","Cristofretti, Samantha"
"Shkaplerov, Anton","Virts, Terry W., Jr."
"Shkaplerov, Anton","Cristofretti, Samantha"
"Cristofretti, Samantha","Virts, Terry W., Jr."
"Cristofretti, Samantha","Shkaplerov, Anton"
"Padalka, Gennady","Kelly, Scott J."
"Padalka, Gennady","Korniyenko, Mikhail"
"Kelly, Scott J.","Padalka, Gennady"
"Kelly, Scott J.","Korniyenko, Mikhail"
"Korniyenko, Mikhail","Padalka, Gennady"
"Korniyenko, Mikhail","Kelly, Scott J."
"Kononenko, Oleg D.","Yui, Kimiya"
"Kononenko, Oleg D.","Lindgren, Kjell Norwood"
"Yui, Kimiya","Kononenko, Oleg D."
"Yui, Kimiya","Lindgren, Kjell Norwood"
"Lindgren, Kjell Norwood","Kononenko, Oleg D."
"Lindgren, Kjell Norwood","Yui, Kimiya"
"Malenchenko, Yuri","Kopra, Timothy L."
"Malenchenko, Yuri","Peake, Timothy Nigel"
"Kopra, Timothy L.","Malenchenko, Yuri"
"Kopra, Timothy L.","Peake, Timothy Nigel"
"Peake, Timothy Nigel","Malenchenko, Yuri"
"Peake, Timothy Nigel","Kopra, Timothy L."
"Williams, Jeffrey N.","Skripochka, Oleg"
"Williams, Jeffrey N.","Ovchinin, Aleksey"
"Skripochka, Oleg","Williams, Jeffrey N."
"Skripochka, Oleg","Ovchinin, Aleksey"
"Ovchinin, Aleksey","Williams, Jeffrey N."
"Ovchinin, Aleksey","Skripochka, Oleg"
"Ivanishin, Anatoli","Onishi, Takuya"
"Ivanishin, Anatoli","Rubins, Kathleen"
"Onishi, Takuya","Ivanishin, Anatoli"
"Onishi, Takuya","Rubins, Kathleen"
"Rubins, Kathleen","Ivanishin, Anatoli"
"Rubins, Kathleen","Onishi, Takuya"
"Kimbrough, Robert S.","Borisenko, Andrei"
"Kimbrough, Robert S.","Ryzhikov, Sergey"
"Borisenko, Andrei","Kimbrough, Robert S."
"Borisenko, Andrei","Ryzhikov, Sergey"
"Ryzhikov, Sergey","Kimbrough, Robert S."
"Ryzhikov, Sergey","Borisenko, Andrei"
"Serebrov, Aleksandr","Viktorenko, Aleksandr"
"Serebrov, Aleksandr","Korzun, Valery"
"Serebrov, Aleksandr","Whitson, Peggy A."
"Serebrov, Aleksandr","Treshchov, Sergei"
"Viktorenko, Aleksandr","Serebrov, Aleksandr"
"Viktorenko, Aleksandr","Korzun, Valery"
"Viktorenko, Aleksandr","Whitson, Peggy A."
"Viktorenko, Aleksandr","Treshchov, Sergei"
"Korzun, Valery","Serebrov, Aleksandr"
"Korzun, Valery","Viktorenko, Aleksandr"
"Korzun, Valery","Whitson, Peggy A."
"Korzun, Valery","Treshchov, Sergei"
"Whitson, Peggy A.","Serebrov, Aleksandr"
"Whitson, Peggy A.","Viktorenko, Aleksandr"
"Whitson, Peggy A.","Korzun, Valery"
"Whitson, Peggy A.","Treshchov, Sergei"
"Treshchov, Sergei","Serebrov, Aleksandr"
"Treshchov, Sergei","Viktorenko, Aleksandr"
"Treshchov, Sergei","Korzun, Valery"
"Treshchov, Sergei","Whitson, Peggy A."
"Whitson, Peggy A.","Novitski, Oleg"
"Whitson, Peggy A.","Pesquet, Thomas"
"Novitski, Oleg","Whitson, Peggy A."
"Novitski, Oleg","Pesquet, Thomas"
"Pesquet, Thomas","Whitson, Peggy A."
"Pesquet, Thomas","Novitski, Oleg"
"Yurchikhin, Fyodor","Fischer, Jack"
"Fischer, Jack","Yurchikhin, Fyodor"
"Nespoli, Paolo A.","Bresnik, Randolph J."
"Nespoli, Paolo A.","Ryazanski, Sergei"
"Bresnik, Randolph J.","Nespoli, Paolo A."
"Bresnik, Randolph J.","Ryazanski, Sergei"
"Ryazanski, Sergei","Nespoli, Paolo A."
"Ryazanski, Sergei","Bresnik, Randolph J."
"Acaba, Joseph M.","Misurkin, Aleksandr"
"Acaba, Joseph M.","Vande Hei, Mark"
"Misurkin, Aleksandr","Acaba, Joseph M."
"Misurkin, Aleksandr","Vande Hei, Mark"
"Vande Hei, Mark","Acaba, Joseph M."
"Vande Hei, Mark","Misurkin, Aleksandr"
"Shkaplerov, Anton","Tingle, Scott"
"Shkaplerov, Anton","Kanai, Norishige"
"Tingle, Scott","Shkaplerov, Anton"
"Tingle, Scott","Kanai, Norishige"
"Kanai, Norishige","Shkaplerov, Anton"
"Kanai, Norishige","Tingle, Scott"
"Arnold, Richard R., II","Feustel, Andrew J."
"Arnold, Richard R., II","Artemyev, Oleg"
"Feustel, Andrew J.","Arnold, Richard R., II"
"Feustel, Andrew J.","Artemyev, Oleg"
"Artemyev, Oleg","Arnold, Richard R., II"
"Artemyev, Oleg","Feustel, Andrew J."
"Gerst, Alexander","Prokopyev, Sergei"
"Gerst, Alexander","Auñón-Chancellor, Serena"
"Prokopyev, Sergei","Gerst, Alexander"
"Prokopyev, Sergei","Auñón-Chancellor, Serena"
"Auñón-Chancellor, Serena","Gerst, Alexander"
"Auñón-Chancellor, Serena","Prokopyev, Sergei"
"Kononenko, Oleg D.","Ovchinin, Aleksey"
"Kononenko, Oleg D.","Hague, Tyler"
"Kononenko, Oleg D.","Saint-Jaques, David"
"Kononenko, Oleg D.","McClain, Anne Charlotte"
"Ovchinin, Aleksey","Kononenko, Oleg D."
"Ovchinin, Aleksey","Hague, Tyler"
"Ovchinin, Aleksey","Saint-Jaques, David"
"Ovchinin, Aleksey","McClain, Anne Charlotte"
"Hague, Tyler","Kononenko, Oleg D."
"Hague, Tyler","Ovchinin, Aleksey"
"Hague, Tyler","Saint-Jaques, David"
"Hague, Tyler","McClain, Anne Charlotte"
"Saint-Jaques, David","Kononenko, Oleg D."
"Saint-Jaques, David","Ovchinin, Aleksey"
"Saint-Jaques, David","Hague, Tyler"
"Saint-Jaques, David","McClain, Anne Charlotte"
"McClain, Anne Charlotte","Kononenko, Oleg D."
"McClain, Anne Charlotte","Ovchinin, Aleksey"
"McClain, Anne Charlotte","Hague, Tyler"
"McClain, Anne Charlotte","Saint-Jaques, David"
"Ovchinin, Aleksey","Hague, Tyler"
"Ovchinin, Aleksey","Koch, Christina"
"Hague, Tyler","Ovchinin, Aleksey"
"Hague, Tyler","Koch, Christina"
"Koch, Christina","Ovchinin, Aleksey"
"Koch, Christina","Hague, Tyler"
"Solovyev, Anatoly","Balandin, Aleksandr"
"Solovyev, Anatoly","Bowersox, Kenneth D."
"Solovyev, Anatoly","Budarin, Nikolai"
"Solovyev, Anatoly","Pettit, Donald R."
"Balandin, Aleksandr","Solovyev, Anatoly"
"Balandin, Aleksandr","Bowersox, Kenneth D."
"Balandin, Aleksandr","Budarin, Nikolai"
"Balandin, Aleksandr","Pettit, Donald R."
"Bowersox, Kenneth D.","Solovyev, Anatoly"
"Bowersox, Kenneth D.","Balandin, Aleksandr"
"Bowersox, Kenneth D.","Budarin, Nikolai"
"Bowersox, Kenneth D.","Pettit, Donald R."
"Budarin, Nikolai","Solovyev, Anatoly"
"Budarin, Nikolai","Balandin, Aleksandr"
"Budarin, Nikolai","Bowersox, Kenneth D."
"Budarin, Nikolai","Pettit, Donald R."
"Pettit, Donald R.","Solovyev, Anatoly"
"Pettit, Donald R.","Balandin, Aleksandr"
"Pettit, Donald R.","Bowersox, Kenneth D."
"Pettit, Donald R.","Budarin, Nikolai"
"Skvortsov, Aleksandr Jr.","Morgan, Andrew"
"Skvortsov, Aleksandr Jr.","Meir, Jessica"
"Morgan, Andrew","Skvortsov, Aleksandr Jr."
"Morgan, Andrew","Meir, Jessica"
"Meir, Jessica","Skvortsov, Aleksandr Jr."
"Meir, Jessica","Morgan, Andrew"
"Strekalov, Gennadi","Manakov, Gennadi"
"Strekalov, Gennadi","Malenchenko, Yuri"
"Strekalov, Gennadi","Lu, Edward T."
"Manakov, Gennadi","Strekalov, Gennadi"
"Manakov, Gennadi","Malenchenko, Yuri"
"Manakov, Gennadi","Lu, Edward T."
"Malenchenko, Yuri","Strekalov, Gennadi"
"Malenchenko, Yuri","Manakov, Gennadi"
"Malenchenko, Yuri","Lu, Edward T."
"Lu, Edward T.","Strekalov, Gennadi"
"Lu, Edward T.","Manakov, Gennadi"
"Lu, Edward T.","Malenchenko, Yuri"
"Manarov, Musa","Afanasyev, Viktor Mikhaylovich"
"Manarov, Musa","Kaleri, Aleksandr"
"Manarov, Musa","Foale, C. Michael"
"Afanasyev, Viktor Mikhaylovich","Manarov, Musa"
"Afanasyev, Viktor Mikhaylovich","Kaleri, Aleksandr"
"Afanasyev, Viktor Mikhaylovich","Foale, C. Michael"
"Kaleri, Aleksandr","Manarov, Musa"
"Kaleri, Aleksandr","Afanasyev, Viktor Mikhaylovich"
"Kaleri, Aleksandr","Foale, C. Michael"
"Foale, C. Michael","Manarov, Musa"
"Foale, C. Michael","Afanasyev, Viktor Mikhaylovich"
"Foale, C. Michael","Kaleri, Aleksandr"
"Krikalev, Sergei","Artsebarsky, Anatoly"
"Krikalev, Sergei","Padalka, Gennady"
"Krikalev, Sergei","Fincke, E. Michael"
"Artsebarsky, Anatoly","Krikalev, Sergei"
"Artsebarsky, Anatoly","Padalka, Gennady"
"Artsebarsky, Anatoly","Fincke, E. Michael"
"Padalka, Gennady","Krikalev, Sergei"
"Padalka, Gennady","Artsebarsky, Anatoly"
"Padalka, Gennady","Fincke, E. Michael"
"Fincke, E. Michael","Krikalev, Sergei"
"Fincke, E. Michael","Artsebarsky, Anatoly"
"Fincke, E. Michael","Padalka, Gennady"
"Young, John W.","Stafford, Thomas P."
"Young, John W.","Cernan, Eugene A."
"Stafford, Thomas P.","Young, John W."
"Stafford, Thomas P.","Cernan, Eugene A."
"Cernan, Eugene A.","Young, John W."
"Cernan, Eugene A.","Stafford, Thomas P."
"Armstrong, Neil A.","Collins, Michael"
"Armstrong, Neil A.","Aldrin, Edwin Eugene, Jr."
"Collins, Michael","Armstrong, Neil A."
"Collins, Michael","Aldrin, Edwin Eugene, Jr."
"Aldrin, Edwin Eugene, Jr.","Armstrong, Neil A."
"Aldrin, Edwin Eugene, Jr.","Collins, Michael"
"Conrad, Charles, Jr.","Gordon, Richard F., Jr."
"Conrad, Charles, Jr.","Bean, Alan Lavern"
"Gordon, Richard F., Jr.","Conrad, Charles, Jr."
"Gordon, Richard F., Jr.","Bean, Alan Lavern"
"Bean, Alan Lavern","Conrad, Charles, Jr."
"Bean, Alan Lavern","Gordon, Richard F., Jr."
"Lovell, James A., Jr.","Swigert, John L., Jr."
"Lovell, James A., Jr.","Haise, Fred W., Jr."
"Swigert, John L., Jr.","Lovell, James A., Jr."
"Swigert, John L., Jr.","Haise, Fred W., Jr."
"Haise, Fred W., Jr.","Lovell, James A., Jr."
"Haise, Fred W., Jr.","Swigert, John L., Jr."
"Shepard, Alan B., Jr.","Roosa, Stuart A."
"Shepard, Alan B., Jr.","Mitchell, Edgar D."
"Roosa, Stuart A.","Shepard, Alan B., Jr."
"Roosa, Stuart A.","Mitchell, Edgar D."
"Mitchell, Edgar D.","Shepard, Alan B., Jr."
"Mitchell, Edgar D.","Roosa, Stuart A."
"Scott, David R.","Worden, Alfred M."
"Scott, David R.","Irwin, James B."
"Worden, Alfred M.","Scott, David R."
"Worden, Alfred M.","Irwin, James B."
"Irwin, James B.","Scott, David R."
"Irwin, James B.","Worden, Alfred M."
"Young, John W.","Mattingly, Thomas K., II"
"Young, John W.","Duke, Jr. Charles Moss"
"Mattingly, Thomas K., II","Young, John W."
"Mattingly, Thomas K., II","Duke, Jr. Charles Moss"
"Duke, Jr. Charles Moss","Young, John W."
"Duke, Jr. Charles Moss","Mattingly, Thomas K., II"
"Cernan, Eugene A.","Evans, Ronald E."
"Cernan, Eugene A.","Schmitt, Harrison H."
"Evans, Ronald E.","Cernan, Eugene A."
"Evans, Ronald E.","Schmitt, Harrison H."
"Schmitt, Harrison H.","Cernan, Eugene A."
"Schmitt, Harrison H.","Evans, Ronald E."
"Schirra, Walter M., Jr.","Eisele, Donn F."
"Schirra, Walter M., Jr.","Cunningham, Ronnie Walter"
"Eisele, Donn F.","Schirra, Walter M., Jr."
"Eisele, Donn F.","Cunningham, Ronnie Walter"
"Cunningham, Ronnie Walter","Schirra, Walter M., Jr."
"Cunningham, Ronnie Walter","Eisele, Donn F."
"Borman, Frank","Lovell, James A., Jr."
"Borman, Frank","Anders, William Alison"
"Lovell, James A., Jr.","Borman, Frank"
"Lovell, James A., Jr.","Anders, William Alison"
"Anders, William Alison","Borman, Frank"
"Anders, William Alison","Lovell, James A., Jr."
"McDivitt, James A.","Scott, David R."
"Scott, David R.","McDivitt, James A."
"Stafford, Thomas P.","Brand, Vance D."
"Stafford, Thomas P.","Slayton, Donald K."
"Brand, Vance D.","Stafford, Thomas P."
"Brand, Vance D.","Slayton, Donald K."
"Slayton, Donald K.","Stafford, Thomas P."
"Slayton, Donald K.","Brand, Vance D."
"Young, John W.","Collins, Michael"
"Collins, Michael","Young, John W."
"Conrad, Charles, Jr.","Gordon, Richard F., Jr."
"Gordon, Richard F., Jr.","Conrad, Charles, Jr."
"Lovell, James A., Jr.","Aldrin, Edwin Eugene, Jr."
"Aldrin, Edwin Eugene, Jr.","Lovell, James A., Jr."
"Grissom, Virgil I.","Young, John W."
"Young, John W.","Grissom, Virgil I."
"McDivitt, James A.","White, Edward H., II"
"White, Edward H., II","McDivitt, James A."
"Cooper, L. Gordon, Jr.","Conrad, Charles, Jr."
"Conrad, Charles, Jr.","Cooper, L. Gordon, Jr."
"Borman, Frank","Lovell, James A., Jr."
"Lovell, James A., Jr.","Borman, Frank"
"Armstrong, Neil A.","Scott, David R."
"Scott, David R.","Armstrong, Neil A."
"Stafford, Thomas P.","Cernan, Eugene A."
"Cernan, Eugene A.","Stafford, Thomas P."
"Gubarev, Aleksei","Grechko, Georgi"
"Grechko, Georgi","Gubarev, Aleksei"
"Gubarev, Aleksei","Grechko, Georgi"
"Gubarev, Aleksei","Kovalyonok, Vladimir"
"Gubarev, Aleksei","Ryumin, Valery"
"Gubarev, Aleksei","Ivanchenkov, Aleksandr"
"Gubarev, Aleksei","Lyakhov, Vladimir"
"Gubarev, Aleksei","Popov, Leonid"
"Gubarev, Aleksei","Pham Tuan"
"Gubarev, Aleksei","Kizim, Leonid"
"Gubarev, Aleksei","Strekalov, Gennadi"
"Gubarev, Aleksei","Savinykh, Viktor"
"Grechko, Georgi","Gubarev, Aleksei"
"Grechko, Georgi","Kovalyonok, Vladimir"
"Grechko, Georgi","Ryumin, Valery"
"Grechko, Georgi","Ivanchenkov, Aleksandr"
"Grechko, Georgi","Lyakhov, Vladimir"
"Grechko, Georgi","Popov, Leonid"
"Grechko, Georgi","Pham Tuan"
"Grechko, Georgi","Kizim, Leonid"
"Grechko, Georgi","Strekalov, Gennadi"
"Grechko, Georgi","Savinykh, Viktor"
"Kovalyonok, Vladimir","Gubarev, Aleksei"
"Kovalyonok, Vladimir","Grechko, Georgi"
"Kovalyonok, Vladimir","Ryumin, Valery"
"Kovalyonok, Vladimir","Ivanchenkov, Aleksandr"
"Kovalyonok, Vladimir","Lyakhov, Vladimir"
"Kovalyonok, Vladimir","Popov, Leonid"
"Kovalyonok, Vladimir","Pham Tuan"
"Kovalyonok, Vladimir","Kizim, Leonid"
"Kovalyonok, Vladimir","Strekalov, Gennadi"
"Kovalyonok, Vladimir","Savinykh, Viktor"
"Ryumin, Valery","Gubarev, Aleksei"
"Ryumin, Valery","Grechko, Georgi"
"Ryumin, Valery","Kovalyonok, Vladimir"
"Ryumin, Valery","Ivanchenkov, Aleksandr"
"Ryumin, Valery","Lyakhov, Vladimir"
"Ryumin, Valery","Popov, Leonid"
"Ryumin, Valery","Pham Tuan"
"Ryumin, Valery","Kizim, Leonid"
"Ryumin, Valery","Strekalov, Gennadi"
"Ryumin, Valery","Savinykh, Viktor"
"Ivanchenkov, Aleksandr","Gubarev, Aleksei"
"Ivanchenkov, Aleksandr","Grechko, Georgi"
"Ivanchenkov, Aleksandr","Kovalyonok, Vladimir"
"Ivanchenkov, Aleksandr","Ryumin, Valery"
"Ivanchenkov, Aleksandr","Lyakhov, Vladimir"
